Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,2,29,21:10,UTC,,993.3,,73,,,-8.4,-12.3,50000,123,6.4,5
2020,2,29,21:20,UTC,,993.2,,73,,,-8.3,-12.3,50000,124,7.1,5.3
2020,2,29,21:30,UTC,,993.1,,74,,,-8.4,-12.3,50000,126,6.5,5.1
2020,2,29,21:40,UTC,,993,,74,,,-8.3,-12.2,50000,127,6.7,5
2020,2,29,21:50,UTC,,992.9,,74,,,-8.4,-12.3,50000,127,6.6,4.9
2020,2,29,22:00,UTC,,992.8,,73,,,-8.3,-12.2,50000,126,6.6,4.9
2020,2,29,22:10,UTC,,992.7,,73,,,-8.2,-12.2,50000,126,6.8,4.9
2020,2,29,22:20,UTC,,992.6,,74,,,-8.5,-12.4,50000,126,6.6,5
2020,2,29,22:30,UTC,,992.6,,75,,,-8.4,-12.1,50000,124,6.2,4.6
2020,2,29,22:40,UTC,,992.6,,74,,,-8.2,-12,50000,124,5.6,4
2020,2,29,22:50,UTC,,992.5,,75,,,-8.2,-11.8,50000,119,5.9,3.9
2020,2,29,23:00,UTC,,992.4,,76,,,-8.3,-11.8,49180,121,6,4.3
2020,2,29,23:10,UTC,,992.4,,78,,,-8.3,-11.5,11740,122,6.2,4.6
2020,2,29,23:20,UTC,,992.4,,80,,,-8.5,-11.4,7150,122,7,4.6
2020,2,29,23:30,UTC,,992.4,,82,,,-8.6,-11.1,3320,123,6.7,4.8
2020,2,29,23:40,UTC,,992.3,,84,,,-8.7,-10.9,3670,124,6.5,4.9
2020,2,29,23:50,UTC,,992.1,,87,,,-8.7,-10.5,3290,126,6.6,4.9
2020,4,1,00:10,UTC,,989,,93,,,-0.2,-1.3,50000,274,4.6,3.3
2020,4,1,00:20,UTC,,988.9,,93,,,-0.3,-1.3,50000,260,4.1,3.3
2020,4,1,00:30,UTC,,988.8,,93,,,-0.3,-1.2,50000,262,4.3,3.5
2020,4,1,00:40,UTC,,988.7,,94,,,-0.3,-1.2,50000,265,4.5,3.7
2020,4,1,00:50,UTC,,988.7,,94,,,-0.5,-1.4,50000,266,4.4,3.7
2020,4,1,01:00,UTC,,988.6,,95,,,-0.7,-1.5,50000,267,3.7,2.8
2020,4,1,01:10,UTC,,988.7,,95,,,-1.1,-1.8,50000,249,2.5,1.8
2020,4,1,01:20,UTC,,988.6,,97,,,-1.1,-1.6,50000,251,3.2,2.7
2020,4,1,01:30,UTC,,988.6,,97,,,-1.4,-1.9,47030,253,2.5,2
2020,4,1,01:40,UTC,,988.7,,97,,,-1.8,-2.2,45070,245,2.8,2.5
2020,4,1,01:50,UTC,,988.7,,97,,,-1.5,-1.9,50000,260,3.1,2.5
2020,4,1,02:00,UTC,,988.7,,96,,,-0.8,-1.3,50000,282,4.1,3.2
2020,4,1,02:10,UTC,,988.7,,94,,,-0.8,-1.7,50000,294,4.8,3.7
2020,4,1,02:20,UTC,,988.8,,93,,,-1.4,-2.5,50000,308,4.5,3.7
2020,4,1,02:30,UTC,,988.8,,93,,,-2.4,-3.4,50000,318,4.3,3.5
2020,4,1,02:40,UTC,,988.9,,94,,,-3.1,-3.8,50000,345,4.4,3.2
2020,4,1,02:50,UTC,,988.8,,95,,,-3.5,-4.3,50000,353,3.7,2.8
2020,4,1,03:00,UTC,,988.9,,95,,,-3.8,-4.5,50000,350,4.4,3.9
2020,4,1,03:10,UTC,,989.1,,95,,,-4,-4.7,50000,338,4.2,3.4
2020,4,1,03:20,UTC,,989.3,,96,,,-3.4,-3.9,50000,317,4,2.9
2020,4,1,03:30,UTC,,989.2,,95,,,-3.6,-4.3,50000,319,4.9,4
2020,4,1,03:40,UTC,,989.2,,95,,,-4,-4.7,50000,323,4.7,4
2020,4,1,03:50,UTC,,989.2,,95,,,-2.5,-3.2,50000,312,7.1,5.8
2020,4,1,04:00,UTC,,989.3,,94,,,-2.6,-3.4,50000,311,7.2,6.2
2020,4,1,04:10,UTC,,989.4,,93,,,-2.7,-3.6,50000,312,7.2,5.3
2020,4,1,04:20,UTC,,989.4,,92,,,-3.2,-4.3,50000,320,6.1,5
2020,4,1,04:30,UTC,,989.6,,92,,,-3.7,-4.9,50000,332,6.3,5.2
2020,4,1,04:40,UTC,,989.6,,92,,,-3.9,-5,50000,341,6,4.2
2020,4,1,04:50,UTC,,989.9,,92,,,-4,-5.2,50000,341,6.7,5.2
2020,4,1,05:00,UTC,,989.7,,92,,,-3.9,-5,50000,337,5.8,4.7
2020,4,1,05:10,UTC,,989.7,,92,,,-3.5,-4.6,50000,340,6.2,5
2020,4,1,05:20,UTC,,990,,92,,,-3.1,-4.3,50000,343,5.4,4.3
2020,4,1,05:30,UTC,,990.2,,92,,,-2.9,-4.1,50000,332,5.7,4.5
2020,4,1,05:40,UTC,,990.2,,90,,,-2.7,-4.1,50000,339,8.4,6.3
2020,4,1,05:50,UTC,,990,,89,,,-2.4,-4,50000,346,9.2,7.3
2020,4,1,06:00,UTC,,990.3,,89,,,-2.3,-3.9,46060,347,9,7.6
2020,4,1,06:10,UTC,,990.4,,87,,,-2.1,-3.9,50000,349,8.6,7.6
2020,4,1,06:20,UTC,,990.6,,87,,,-2,-3.8,50000,350,8.9,7.5
2020,4,1,06:30,UTC,,990.7,,86,,,-1.8,-3.9,50000,346,11.9,8.4
2020,4,1,06:40,UTC,,991,,88,,,-1.8,-3.6,50000,341,10.6,8.3
2020,4,1,06:50,UTC,,991.3,,87,,,-1.8,-3.7,49560,335,8.8,7.7
2020,4,1,07:00,UTC,,991.3,,82,,,-1.8,-4.5,29790,338,11.9,8.7
2020,4,1,07:10,UTC,,991.3,,81,,,-1.9,-4.8,50000,343,11.2,9.7
2020,4,1,07:20,UTC,,991.3,,81,,,-2,-4.9,50000,343,11.3,9.6
2020,4,1,07:30,UTC,,991.3,,80,,,-2.3,-5.2,50000,342,11.3,9.8
2020,4,1,07:40,UTC,,991.3,,79,,,-2.4,-5.5,50000,344,11.9,10
2020,4,1,07:50,UTC,,991.5,,81,,,-2.6,-5.4,50000,344,11.7,10.2
2020,4,1,08:00,UTC,,991.9,,78,,,-2.8,-6,50000,341,12.3,10.4
2020,4,1,08:10,UTC,,992,,80,,,-3,-5.9,50000,342,12.3,10.4
2020,4,1,08:20,UTC,,992.1,,79,,,-3.1,-6.2,50000,341,12.9,11.3
2020,4,1,08:30,UTC,,992.1,,79,,,-3.1,-6.2,50000,341,12.6,10.9
2020,4,1,08:40,UTC,,992.4,,79,,,-3.2,-6.4,50000,341,12.9,11.5
2020,4,1,08:50,UTC,,992.7,,78,,,-3.2,-6.5,50000,337,12.7,10.4
2020,4,1,09:00,UTC,,992.7,,77,,,-3.2,-6.7,50000,339,12.3,10.3
2020,4,1,09:10,UTC,,992.8,,75,,,-3.2,-7,50000,338,10.7,9.2
2020,4,1,09:20,UTC,,993,,74,,,-3.3,-7.3,50000,335,12,10
2020,4,1,09:30,UTC,,993.1,,76,,,-3.3,-7,50000,341,11.5,8.3
2020,4,1,09:40,UTC,,993,,79,,,-3.5,-6.7,50000,325,11.3,9.6
2020,4,1,09:50,UTC,,993.3,,77,,,-3.4,-6.9,50000,329,11.1,9.7
2020,4,1,10:00,UTC,,993.4,,76,,,-3.5,-7.2,50000,324,11.3,10
2020,4,1,10:10,UTC,,993.4,,75,,,-3.6,-7.4,50000,322,11.6,10.3
2020,4,1,10:20,UTC,,993.6,,74,,,-3.7,-7.6,50000,326,11,9.4
2020,4,1,10:30,UTC,,993.4,,74,,,-3.7,-7.7,50000,325,11.3,9.7
2020,4,1,10:40,UTC,,993.5,,72,,,-3.6,-7.9,50000,334,10.9,9.4
2020,4,1,10:50,UTC,,993.6,,73,,,-3.7,-7.9,50000,336,10.3,8.9
2020,4,1,11:00,UTC,,993.7,,73,,,-3.8,-8,50000,334,11.2,9.5
2020,4,1,11:10,UTC,,994.1,,73,,,-3.7,-7.8,50000,332,11.5,8.1
2020,4,1,11:20,UTC,,994.1,,71,,,-3.8,-8.2,50000,337,10,8.2
2020,4,1,11:30,UTC,,994.2,,70,,,-3.7,-8.4,50000,330,10,8.4
2020,4,1,11:40,UTC,,994.2,,69,,,-3.5,-8.4,50000,336,9.5,7.3
2020,4,1,11:50,UTC,,994.2,,72,,,-3.5,-7.9,50000,321,9.5,7.9
2020,4,1,12:00,UTC,,994.2,,72,,,-3.5,-7.8,50000,321,10.1,8.3
2020,4,1,12:10,UTC,,994.3,,72,,,-3.4,-7.7,50000,324,8.9,7.8
2020,4,1,12:20,UTC,,994.3,,75,,,-3.3,-7.2,50000,324,8.6,7.6
2020,4,1,12:30,UTC,,994.2,,74,,,-3.3,-7.3,50000,324,7.6,6.6
2020,4,1,12:40,UTC,,994.3,,73,,,-3.1,-7.3,50000,320,8,6.5
2020,4,1,12:50,UTC,,994.1,,71,,,-3,-7.6,50000,313,8.1,6.9
2020,4,1,13:00,UTC,,994.1,,72,,,-2.9,-7.2,50000,314,7.8,6.7
2020,4,1,13:10,UTC,,994,,71,,,-2.8,-7.3,50000,320,8.5,7.3
2020,4,1,13:20,UTC,,993.9,,73,,,-2.8,-6.9,50000,321,9.3,8.1
2020,4,1,13:30,UTC,,993.9,,74,,,-2.7,-6.7,50000,314,8.9,7.7
2020,4,1,13:40,UTC,,994,,72,,,-2.6,-7,50000,311,8.4,7.3
2020,4,1,13:50,UTC,,994.1,,72,,,-2.5,-7,50000,309,8.6,7.2
2020,4,1,14:00,UTC,,994.1,,73,,,-2.5,-6.7,50000,311,8.1,7.1
2020,4,1,14:10,UTC,,994.1,,72,,,-2.4,-6.7,50000,308,8.3,7.3
2020,4,1,14:20,UTC,,994.1,,74,,,-2.5,-6.5,50000,309,8.5,7.2
2020,4,1,14:30,UTC,,994.1,,70,,,-2.4,-7.1,50000,309,8.3,7.2
2020,4,1,14:40,UTC,,994.1,,75,,,-2.4,-6.3,50000,305,7.9,6.9
2020,4,1,14:50,UTC,,994,,75,,,-2.3,-6.1,50000,306,8.5,7.3
2020,4,1,15:00,UTC,,994.1,,78,,,-2.2,-5.5,50000,300,8.1,6.7
2020,4,1,15:10,UTC,,994.1,,76,,,-2.4,-6.1,50000,307,8.3,6.8
2020,4,1,15:20,UTC,,994.1,,75,,,-2.3,-6.1,50000,308,7.7,6.5
2020,4,1,15:30,UTC,,994.1,,78,,,-2.4,-5.7,50000,307,7.7,6.4
2020,4,1,15:40,UTC,,994.1,,81,,,-2.4,-5.1,50000,304,6.7,5.6
2020,4,1,15:50,UTC,,994,,80,,,-2.4,-5.4,50000,297,7.6,5.9
2020,4,1,16:00,UTC,,994,,80,,,-2.6,-5.6,50000,308,6.8,5.6
2020,4,1,16:10,UTC,,994,,80,,,-2.5,-5.5,50000,305,6.7,5.4
2020,4,1,16:20,UTC,,994,,83,,,-2.7,-5.2,50000,304,6.1,5
2020,4,1,16:30,UTC,,994,,82,,,-2.7,-5.2,50000,307,5.9,5.1
2020,4,1,16:40,UTC,,994,,84,,,-2.9,-5.2,50000,306,6,4.8
2020,4,1,16:50,UTC,,994.1,,85,,,-2.7,-5,50000,304,6,4.9
2020,4,1,17:00,UTC,,994,,83,,,-2.9,-5.3,50000,297,5.9,5.1
2020,4,1,17:10,UTC,,993.9,,86,,,-3,-5.1,50000,301,5.5,4.7
2020,4,1,17:20,UTC,,994,,85,,,-3.1,-5.2,50000,291,6.2,4.8
2020,4,1,17:30,UTC,,993.9,,85,,,-3.3,-5.5,50000,291,6.9,5.9
2020,4,1,17:40,UTC,,994.1,,84,,,-3.2,-5.5,50000,296,6.4,5.2
2020,4,1,17:50,UTC,,993.9,,86,,,-3.1,-5.2,50000,302,5.6,4.8
2020,4,1,18:00,UTC,,993.8,,86,,,-3.5,-5.6,50000,311,5.9,5
2020,4,1,18:10,UTC,,993.8,,88,,,-3.5,-5.3,50000,310,4.9,4.3
2020,4,1,18:20,UTC,,993.8,,87,,,-3.7,-5.5,50000,309,4.7,4.2
2020,4,1,18:30,UTC,,993.8,,83,,,-3.3,-5.8,50000,304,5.2,4.6
2020,4,1,18:40,UTC,,993.8,,87,,,-3.6,-5.5,50000,304,4.5,3.7
2020,4,1,18:50,UTC,,993.8,,88,,,-3.6,-5.3,50000,301,3.9,3.2
2020,4,1,19:00,UTC,,993.7,,87,,,-3.8,-5.6,50000,293,4.2,3.5
2020,4,1,19:10,UTC,,993.6,,88,,,-4,-5.8,50000,296,4.4,3.7
2020,4,1,19:20,UTC,,993.5,,88,,,-4.3,-5.9,50000,297,4.9,4.1
2020,4,1,19:30,UTC,,993.6,,88,,,-4.3,-6,50000,294,4.8,3.8
2020,4,1,19:40,UTC,,993.5,,87,,,-4.4,-6.2,50000,294,4.7,3.8
2020,4,1,19:50,UTC,,993.5,,88,,,-4.2,-5.9,50000,300,5.3,4.3
2020,4,1,20:00,UTC,,993.5,,88,,,-4.7,-6.5,50000,283,4.3,3.4
2020,4,1,20:10,UTC,,993.3,,88,,,-4.8,-6.5,50000,282,3.7,2.9
2020,4,1,20:20,UTC,,993.3,,88,,,-4.8,-6.4,50000,290,3.6,2.9
2020,4,1,20:30,UTC,,993.3,,87,,,-4.9,-6.8,50000,298,3.6,2.8
2020,4,1,20:40,UTC,,993.3,,89,,,-5.1,-6.6,50000,305,3.3,2.6
2020,4,1,20:50,UTC,,993.2,,87,,,-5.1,-7,50000,301,3.7,3
2020,4,1,21:00,UTC,,993.2,,86,,,-5.6,-7.5,50000,312,3.7,2.8
2020,4,1,21:10,UTC,,993.2,,88,,,-5.7,-7.4,50000,330,3,2
2020,4,1,21:20,UTC,,993.2,,88,,,-6,-7.6,50000,334,2.3,1.8
2020,4,1,21:30,UTC,,993.2,,89,,,-6.2,-7.8,50000,331,2,1.4
2020,4,1,21:40,UTC,,993.2,,89,,,-6.4,-7.9,50000,335,1.9,1.3
2020,4,1,21:50,UTC,,993.1,,89,,,-6.4,-7.9,50000,335,1.7,1.3
2020,4,1,22:00,UTC,,993,,89,,,-6.5,-8,50000,339,1.7,1.3
2020,4,1,22:10,UTC,,992.9,,89,,,-6.7,-8.2,50000,306,1.6,1.1
2020,4,1,22:20,UTC,,992.9,,90,,,-6.6,-8,50000,297,1.7,1
2020,4,1,22:30,UTC,,992.8,,89,,,-6.2,-7.7,50000,304,1.9,1.4
2020,4,1,22:40,UTC,,992.7,,88,,,-6,-7.6,50000,314,2.2,1.4
2020,4,1,22:50,UTC,,992.6,,88,,,-6.1,-7.8,50000,317,2.1,1.4
2020,4,1,23:00,UTC,,992.5,,88,,,-6.3,-8,50000,306,1.7,1.3
2020,4,1,23:10,UTC,,992.4,,91,,,-6.5,-7.8,50000,228,1.8,1.1
2020,4,1,23:20,UTC,,992.3,,92,,,-7.1,-8.2,50000,218,1.5,0.9
2020,4,1,23:30,UTC,,992.2,,94,,,-6.8,-7.7,50000,227,1.2,0.7
2020,4,1,23:40,UTC,,992.2,,92,,,-6.5,-7.5,50000,216,1.2,0.8
2020,4,1,23:50,UTC,,992,,92,,,-7.1,-8.2,50000,204,2.2,1.4
2020,4,2,00:00,UTC,,991.8,,93,,,-7.2,-8.2,50000,202,1.6,1.1
2020,4,2,00:10,UTC,,991.7,,93,,,-7.1,-8,50000,208,1.5,0.9
2020,4,2,00:20,UTC,,991.7,,93,,,-7.2,-8.1,50000,210,1.8,1.1
2020,4,2,00:30,UTC,,991.6,,94,,,-7.7,-8.5,50000,206,2,1.3
2020,4,2,00:40,UTC,,991.5,,94,,,-7.2,-8,50000,211,1.5,1
2020,4,2,00:50,UTC,,991.4,,94,,,-7.3,-8.1,50000,217,1.3,0.6
2020,4,2,01:00,UTC,,991.3,,92,,,-7.4,-8.4,50000,0,0.8,0
2020,4,2,01:10,UTC,,991.2,,93,,,-7.3,-8.1,50000,192,1.6,0.6
2020,4,2,01:20,UTC,,991.2,,93,,,-7.4,-8.3,50000,182,1.9,1.3
2020,4,2,01:30,UTC,,991.2,,93,,,-7.8,-8.7,50000,184,2.5,1.7
2020,4,2,01:40,UTC,,991,,94,,,-8.2,-9,50000,176,2.3,1.9
2020,4,2,01:50,UTC,,991.1,,94,,,-7.9,-8.6,50000,156,2.4,2
2020,4,2,02:00,UTC,,990.9,,94,,,-7.7,-8.5,50000,156,2,1.5
2020,4,2,02:10,UTC,,990.9,,93,,,-7.7,-8.6,50000,163,2,1.6
2020,4,2,02:20,UTC,,990.8,,93,,,-7.8,-8.6,50000,159,2.1,1.7
2020,4,2,02:30,UTC,,990.6,,93,,,-7.6,-8.5,50000,157,2,1.6
2020,4,2,02:40,UTC,,990.5,,93,,,-7.7,-8.6,50000,144,1.7,1.3
2020,4,2,02:50,UTC,,990.4,,94,,,-8.4,-9.3,39380,159,3,2.4
2020,4,2,03:00,UTC,,990.4,,95,,,-8.3,-9,34910,148,3.2,2.4
2020,4,2,03:10,UTC,,990.3,,95,,,-8.5,-9.2,34070,145,3.4,2.7
2020,4,2,03:20,UTC,,990.1,,94,,,-8.6,-9.3,25780,152,3.9,2.9
2020,4,2,03:30,UTC,,990.1,,94,,,-8.9,-9.7,29170,159,3.7,3
2020,4,2,03:40,UTC,,990,,94,,,-9,-9.8,28550,152,4.3,3.2
2020,4,2,03:50,UTC,,989.8,,94,,,-8.5,-9.4,43220,146,3.7,2.8
2020,4,2,04:00,UTC,,989.7,,93,,,-8.6,-9.5,42970,150,4,3.3
2020,4,2,04:10,UTC,,989.5,,92,,,-8.7,-9.7,38400,151,4.1,3.5
2020,4,2,04:20,UTC,,989.3,,92,,,-8.4,-9.5,42490,143,4,3.4
2020,4,2,04:30,UTC,,989.2,,91,,,-8.4,-9.6,44710,147,3.8,3.3
2020,4,2,04:40,UTC,,989.2,,89,,,-8.9,-10.3,47110,144,4.1,3.3
2020,4,2,04:50,UTC,,989.2,,90,,,-8.9,-10.2,39510,141,4.1,3.1
2020,4,2,05:00,UTC,,989,,89,,,-8.9,-10.4,35100,135,4,2.9
2020,4,2,05:10,UTC,,988.9,,89,,,-8.5,-9.9,29320,134,3.1,2.5
2020,4,2,05:20,UTC,,988.8,,89,,,-8.3,-9.8,35380,134,3.7,2.8
2020,4,2,05:30,UTC,,988.7,,87,,,-8,-9.8,46250,135,3.6,2.7
2020,4,2,05:40,UTC,,988.5,,87,,,-7.5,-9.3,42630,128,3.2,2.6
2020,4,2,05:50,UTC,,988.4,,85,,,-7.5,-9.6,45940,132,3.9,3.3
2020,4,2,06:00,UTC,,988.4,,85,,,-7.2,-9.3,49610,133,3.8,3
2020,4,2,06:10,UTC,,988.2,,83,,,-6.6,-9,40330,130,3.4,2.5
2020,4,2,06:20,UTC,,988.1,,81,,,-5.9,-8.6,50000,130,3.1,2.6
2020,4,2,06:30,UTC,,988,,82,,,-5.7,-8.3,46560,141,2.9,2
2020,4,2,06:40,UTC,,987.9,,86,,,-5.9,-7.9,32090,154,2.8,2.3
2020,4,2,06:50,UTC,,987.9,,82,,,-6.1,-8.6,41660,153,4.4,3.5
2020,4,2,07:00,UTC,,987.8,,83,,,-6.2,-8.5,43430,145,4.4,3.5
2020,4,2,07:10,UTC,,987.6,,82,,,-5.7,-8.2,46520,143,4.6,3.4
2020,4,2,07:20,UTC,,987.5,,81,,,-5,-7.8,44690,147,4.8,3.6
2020,4,2,07:30,UTC,,987.3,,79,,,-4.4,-7.5,47160,146,5.5,4
2020,4,2,07:40,UTC,,987.1,,76,,,-3.9,-7.5,45340,143,5.2,4.1
2020,4,2,07:50,UTC,,987,,75,,,-3.9,-7.6,44360,145,5.6,4.4
2020,4,2,08:00,UTC,,986.8,,74,,,-3.5,-7.5,48740,147,5.5,4.1
2020,4,2,08:10,UTC,,986.7,,72,,,-3.2,-7.5,50000,143,5.2,4
2020,4,2,08:20,UTC,,986.7,,70,,,-3.3,-7.9,50000,145,5,4
2020,4,2,08:30,UTC,,986.5,,72,,,-2.9,-7.3,49980,147,4.7,3.6
2020,4,2,08:40,UTC,,986.3,,68,,,-2.4,-7.5,47270,138,4.6,3.2
2020,4,2,08:50,UTC,,986.1,,67,,,-2.1,-7.4,48440,140,4.7,3.5
2020,4,2,09:00,UTC,,985.8,,64,,,-2,-7.9,50000,145,5.5,4.2
2020,4,2,09:10,UTC,,985.6,,63,,,-1.9,-8,50000,145,5.2,3.8
2020,4,2,09:20,UTC,,985.5,,66,,,-1.8,-7.2,50000,145,5.6,4.2
2020,4,2,09:30,UTC,,985.3,,65,,,-1.7,-7.4,50000,162,7.1,5.8
2020,4,2,09:40,UTC,,985.1,,66,,,-1.6,-7.1,50000,160,6.8,5.8
2020,4,2,09:50,UTC,,985,,64,,,-1.5,-7.3,50000,153,5.8,4.4
2020,4,2,10:00,UTC,,984.9,,56,,,-1.1,-8.8,50000,144,6.9,4.8
2020,4,2,10:10,UTC,,984.7,,59,,,-0.9,-7.9,50000,139,6,4.6
2020,4,2,10:20,UTC,,984.5,,60,,,-0.6,-7.3,46190,135,6.7,4.6
2020,4,2,10:30,UTC,,984.4,,56,,,-0.5,-8.1,38220,129,6.1,4.5
2020,4,2,10:40,UTC,,984.2,,53,,,-0.7,-9.1,49480,130,8.3,5.7
2020,4,2,10:50,UTC,,984.2,,54,,,-0.9,-9,46900,133,8.9,6.1
2020,4,2,11:00,UTC,,984,,53,,,-0.7,-9.2,43870,134,9.3,5.7
2020,4,2,11:10,UTC,,983.8,,53,,,-0.7,-9.1,50000,125,9.5,5
2020,4,2,11:20,UTC,,983.7,,56,,,-1.1,-8.8,30910,132,8.6,6.1
2020,4,2,11:30,UTC,,983.7,,55,,,-0.9,-8.8,50000,126,8.4,5.7
2020,4,2,11:40,UTC,,983.6,,59,,,-0.8,-7.8,45320,131,6.3,4.2
2020,4,2,11:50,UTC,,983.6,,62,,,-1.3,-7.8,18320,126,9.3,6.3
2020,4,2,12:00,UTC,,983.6,,68,,,-1.5,-6.7,38310,146,8.4,5.7
2020,4,2,12:10,UTC,,983.5,,67,,,-1.4,-6.8,25440,142,8.6,5.5
2020,4,2,12:20,UTC,,983.2,,67,,,-1.6,-6.8,18770,127,8.3,6
2020,4,2,12:30,UTC,,983.1,,70,,,-1.4,-6.2,16670,128,7.6,5.3
2020,4,2,12:40,UTC,,983.1,,73,,,-1.6,-5.8,14910,122,8.9,6.3
2020,4,2,12:50,UTC,,983.1,,80,,,-2.1,-5.2,3130,125,7.8,5.7
2020,4,2,13:00,UTC,,983,,86,,,-2.2,-4.2,2270,128,8.1,5.3
2020,4,2,13:10,UTC,,982.7,,84,,,-2.4,-4.8,2320,122,10.2,6.3
2020,4,2,13:20,UTC,,982.6,,88,,,-2.4,-4.1,2130,112,8.2,5.8
2020,4,2,13:30,UTC,,982.4,,90,,,-2.5,-4,1510,107,8.1,5.3
2020,4,2,13:40,UTC,,982.2,,90,,,-2.4,-3.8,2810,105,8.5,5
2020,4,2,13:50,UTC,,981.9,,88,,,-2.5,-4.3,2840,100,8.7,6.1
2020,4,2,14:00,UTC,,981.7,,88,,,-2.5,-4.2,3940,103,8.9,6.2
2020,4,2,14:10,UTC,,981.5,,86,,,-2.5,-4.6,3860,103,9.6,6.6
2020,4,2,14:20,UTC,,981.3,,86,,,-2.6,-4.5,3570,103,10.1,6
2020,4,2,14:30,UTC,,981.2,,86,,,-2.5,-4.5,4470,99,9.4,6.4
2020,4,2,14:40,UTC,,981,,86,,,-2.5,-4.5,6770,104,9.1,6.6
2020,4,2,14:50,UTC,,980.9,,86,,,-2.5,-4.5,7280,99,8.4,6
2020,4,2,15:00,UTC,,980.6,,85,,,-2.5,-4.8,7010,100,10.4,7.2
2020,4,2,15:10,UTC,,980.5,,86,,,-2.4,-4.4,6250,106,8.9,5.8
2020,4,2,15:20,UTC,,980.4,,86,,,-2.4,-4.4,10280,100,9.5,5.9
2020,4,2,15:30,UTC,,980.3,,86,,,-2.2,-4.3,38880,104,8.4,5.6
2020,4,2,15:40,UTC,,980,,85,,,-2.3,-4.4,45190,106,8.9,6
2020,4,2,15:50,UTC,,979.9,,86,,,-2.3,-4.4,13460,105,8.4,6
2020,4,2,16:00,UTC,,980,,87,,,-2.4,-4.2,4540,101,8.3,5.3
2020,4,2,16:10,UTC,,979.9,,88,,,-2.4,-4.2,8030,98,7,4.9
2020,4,2,16:20,UTC,,979.6,,88,,,-2.4,-4.1,6950,95,7,4.9
2020,4,2,16:30,UTC,,979.5,,90,,,-2.2,-3.7,15470,108,7.3,4.7
2020,4,2,16:40,UTC,,979.3,,89,,,-2.2,-3.7,15220,106,7.7,4.7
2020,4,2,16:50,UTC,,979.1,,92,,,-2.4,-3.5,5050,109,8.5,5.5
2020,4,2,17:00,UTC,,979,,93,,,-2.4,-3.3,3580,104,6.9,5.3
2020,4,2,17:10,UTC,,978.8,,94,,,-2.4,-3.2,4470,99,6.5,4.8
2020,4,2,17:20,UTC,,978.7,,94,,,-2.3,-3.2,8980,100,7.7,5.1
2020,4,2,17:30,UTC,,978.6,,94,,,-2.3,-3.2,4140,100,7.2,4.7
2020,4,2,17:40,UTC,,978.5,,94,,,-2.3,-3.2,3870,101,7,4.5
2020,4,2,17:50,UTC,,978.3,,94,,,-2.2,-3.1,4030,100,5.8,4
2020,4,2,18:00,UTC,,978.2,,94,,,-2.2,-3.1,4630,101,7.6,4.4
2020,4,2,18:10,UTC,,978,,94,,,-1.9,-2.7,4360,103,6.7,4.4
2020,4,2,18:20,UTC,,977.9,,93,,,-2,-3,14570,101,7,4.8
2020,4,2,18:30,UTC,,977.7,,93,,,-1.8,-2.7,28960,107,6.7,4.6
2020,4,2,18:40,UTC,,977.6,,93,,,-1.8,-2.9,35390,109,6.5,4.6
2020,4,2,18:50,UTC,,977.4,,93,,,-1.8,-2.8,47150,110,5.4,3.8
2020,4,2,19:00,UTC,,977.2,,93,,,-1.8,-2.9,50000,109,6,3.8
2020,4,2,19:10,UTC,,976.9,,92,,,-1.8,-2.8,32360,102,7.6,4.4
2020,4,2,19:20,UTC,,976.8,,92,,,-1.7,-2.8,42220,106,6.1,4.6
2020,4,2,19:30,UTC,,976.6,,92,,,-1.8,-2.9,38330,103,6.6,4.6
2020,4,2,19:40,UTC,,976.4,,92,,,-1.6,-2.8,41460,103,7.3,4.7
2020,4,2,19:50,UTC,,976.2,,91,,,-1.6,-2.8,44650,106,7.5,4.9
2020,4,2,20:00,UTC,,976.1,,91,,,-1.6,-2.9,50000,107,6.5,4.4
2020,4,2,20:10,UTC,,975.9,,91,,,-1.6,-2.9,50000,108,7,4.8
2020,4,2,20:20,UTC,,975.7,,91,,,-1.7,-3.1,50000,105,6.8,5.1
2020,4,2,20:30,UTC,,975.7,,91,,,-1.6,-2.9,50000,105,6.2,4.4
2020,4,2,20:40,UTC,,975.6,,90,,,-1.7,-3,50000,97,6.4,4.7
2020,4,2,20:50,UTC,,975.4,,90,,,-1.7,-3.1,50000,102,6.4,4.5
2020,4,2,21:00,UTC,,975.3,,90,,,-1.5,-2.9,50000,102,7.8,5.1
2020,4,2,21:10,UTC,,975.1,,90,,,-1.6,-3.1,50000,105,7.9,5.6
2020,4,2,21:20,UTC,,975,,90,,,-1.7,-3.1,50000,98,7.1,5.1
2020,4,2,21:30,UTC,,975,,92,,,-1.6,-2.8,50000,103,6.9,4
2020,4,2,21:40,UTC,,975,,92,,,-1.4,-2.6,50000,109,7.6,4.9
2020,4,2,21:50,UTC,,975,,91,,,-1.3,-2.6,50000,117,7.5,5.2
2020,4,2,22:00,UTC,,975.2,,90,,,-1.4,-2.8,50000,122,7,4.8
